location,population,date,HighestInfectionCount,PercentPopulationInfected
Kenya,53771300,8/24/2020,32557,0.06
Kenya,53771300,8/25/2020,32803,0.06
Kenya,53771300,8/26/2020,33016,0.06
Kenya,53771300,8/27/2020,33389,0.06
Kenya,53771300,8/28/2020,33630,0.06
Kenya,53771300,8/29/2020,33794,0.06
Kenya,53771300,8/30/2020,34057,0.06
Kenya,53771300,8/31/2020,34201,0.06
Kenya,53771300,9/1/2020,34315,0.06
Kenya,53771300,9/2/2020,34493,0.06
Kenya,53771300,9/3/2020,34705,0.06
Kenya,53771300,9/4/2020,34884,0.06
Kosovo,1932774,5/30/2020,1064,0.06
Kosovo,1932774,5/31/2020,1070,0.06
Kosovo,1932774,6/1/2020,1083,0.06
Kosovo,1932774,6/2/2020,1110,0.06
Kosovo,1932774,6/3/2020,1123,0.06
Kosovo,1932774,6/4/2020,1142,0.06
Kosovo,1932774,6/5/2020,1147,0.06
Kosovo,1932774,6/6/2020,1158,0.06
Kosovo,1932774,6/7/2020,1194,0.06
Kosovo,1932774,6/8/2020,1234,0.06
Kuwait,4270563,4/23/2020,2399,0.06
Kuwait,4270563,4/24/2020,2614,0.06
Kyrgyzstan,6524191,6/23/2020,3726,0.06
Kyrgyzstan,6524191,6/24/2020,3954,0.06
Kyrgyzstan,6524191,6/25/2020,4204,0.06
Latvia,1886202,5/23/2020,1046,0.06
Latvia,1886202,5/24/2020,1047,0.06
Latvia,1886202,5/25/2020,1049,0.06
Latvia,1886202,5/26/2020,1053,0.06
Latvia,1886202,5/27/2020,1057,0.06
Latvia,1886202,5/28/2020,1061,0.06
Latvia,1886202,5/29/2020,1064,0.06
Latvia,1886202,5/30/2020,1065,0.06
Latvia,1886202,5/31/2020,1066,0.06
Latvia,1886202,6/1/2020,1066,0.06
Latvia,1886202,6/2/2020,1071,0.06
Latvia,1886202,6/3/2020,1079,0.06
Latvia,1886202,6/4/2020,1082,0.06
Latvia,1886202,6/5/2020,1085,0.06
Latvia,1886202,6/6/2020,1086,0.06
Latvia,1886202,6/7/2020,1088,0.06
Latvia,1886202,6/8/2020,1088,0.06
Latvia,1886202,6/9/2020,1089,0.06
Latvia,1886202,6/10/2020,1092,0.06
Latvia,1886202,6/11/2020,1094,0.06
Latvia,1886202,6/12/2020,1096,0.06
Latvia,1886202,6/13/2020,1097,0.06
Latvia,1886202,6/14/2020,1097,0.06
Latvia,1886202,6/15/2020,1097,0.06
Latvia,1886202,6/16/2020,1098,0.06
Latvia,1886202,6/17/2020,1104,0.06
Latvia,1886202,6/18/2020,1108,0.06
Latvia,1886202,6/19/2020,1110,0.06
Latvia,1886202,6/20/2020,1111,0.06
Latvia,1886202,6/21/2020,1111,0.06
Latvia,1886202,6/22/2020,1111,0.06
Latvia,1886202,6/23/2020,1111,0.06
Latvia,1886202,6/24/2020,1111,0.06
Latvia,1886202,6/25/2020,1111,0.06
Latvia,1886202,6/26/2020,1112,0.06
Latvia,1886202,6/27/2020,1115,0.06
Latvia,1886202,6/28/2020,1116,0.06
Latvia,1886202,6/29/2020,1117,0.06
Latvia,1886202,6/30/2020,1118,0.06
Latvia,1886202,7/1/2020,1121,0.06
Latvia,1886202,7/2/2020,1122,0.06
Latvia,1886202,7/3/2020,1122,0.06
Latvia,1886202,7/4/2020,1123,0.06
Latvia,1886202,7/5/2020,1124,0.06
Latvia,1886202,7/6/2020,1127,0.06
Latvia,1886202,7/7/2020,1134,0.06
Latvia,1886202,7/8/2020,1141,0.06
Latvia,1886202,7/9/2020,1154,0.06
Latvia,1886202,7/10/2020,1165,0.06
Latvia,1886202,7/11/2020,1173,0.06
Latvia,1886202,7/12/2020,1173,0.06
Latvia,1886202,7/13/2020,1174,0.06
Latvia,1886202,7/14/2020,1174,0.06
Latvia,1886202,7/15/2020,1178,0.06
Latvia,1886202,7/16/2020,1179,0.06
Latvia,1886202,7/17/2020,1185,0.06
Latvia,1886202,7/18/2020,1189,0.06
Latvia,1886202,7/19/2020,1192,0.06
Latvia,1886202,7/20/2020,1192,0.06
Latvia,1886202,7/21/2020,1193,0.06
Latvia,1886202,7/22/2020,1197,0.06
Latvia,1886202,7/23/2020,1203,0.06
Latvia,1886202,7/24/2020,1205,0.06
Latvia,1886202,7/25/2020,1206,0.06
Latvia,1886202,7/26/2020,1219,0.06
Latvia,1886202,7/27/2020,1219,0.06
Latvia,1886202,7/28/2020,1220,0.06
Latvia,1886202,7/29/2020,1224,0.06
Lebanon,6825442,7/27/2020,3882,0.06
Lebanon,6825442,7/28/2020,4023,0.06
Lebanon,6825442,7/29/2020,4205,0.06
Lebanon,6825442,7/30/2020,4334,0.06
Lesotho,2142252,9/11/2020,1245,0.06
Lesotho,2142252,9/12/2020,1245,0.06
Lesotho,2142252,9/13/2020,1245,0.06
Lesotho,2142252,9/14/2020,1245,0.06
Lesotho,2142252,9/15/2020,1327,0.06
Lesotho,2142252,9/16/2020,1327,0.06
Lesotho,2142252,9/17/2020,1327,0.06
Lesotho,2142252,9/18/2020,1390,0.06
Lesotho,2142252,9/19/2020,1390,0.06
Libya,6871287,8/2/2020,3837,0.06
Libya,6871287,8/3/2020,4063,0.06
Libya,6871287,8/4/2020,4224,0.06
Lithuania,2722291,5/13/2020,1502,0.06
Lithuania,2722291,5/14/2020,1511,0.06
Lithuania,2722291,5/15/2020,1521,0.06
Lithuania,2722291,5/16/2020,1536,0.06
Lithuania,2722291,5/17/2020,1545,0.06
Lithuania,2722291,5/18/2020,1551,0.06
Lithuania,2722291,5/19/2020,1559,0.06
Lithuania,2722291,5/20/2020,1580,0.06
Lithuania,2722291,5/21/2020,1592,0.06
Lithuania,2722291,5/22/2020,1598,0.06
Lithuania,2722291,5/23/2020,1612,0.06
Lithuania,2722291,5/24/2020,1618,0.06
Lithuania,2722291,5/25/2020,1628,0.06
Lithuania,2722291,5/26/2020,1632,0.06
Lithuania,2722291,5/27/2020,1640,0.06
Lithuania,2722291,5/28/2020,1649,0.06
Lithuania,2722291,5/29/2020,1654,0.06
Lithuania,2722291,5/30/2020,1662,0.06
Lithuania,2722291,5/31/2020,1667,0.06
Lithuania,2722291,6/1/2020,1671,0.06
Lithuania,2722291,6/2/2020,1676,0.06
Lithuania,2722291,6/3/2020,1679,0.06
Lithuania,2722291,6/4/2020,1684,0.06
Lithuania,2722291,6/5/2020,1689,0.06
Lithuania,2722291,6/6/2020,1700,0.06
Lithuania,2722291,6/7/2020,1709,0.06
Lithuania,2722291,6/8/2020,1716,0.06
Lithuania,2722291,6/9/2020,1722,0.06
Lithuania,2722291,6/10/2020,1728,0.06
Lithuania,2722291,6/11/2020,1747,0.06
Lithuania,2722291,6/12/2020,1751,0.06
Lithuania,2722291,6/13/2020,1758,0.06
Lithuania,2722291,6/14/2020,1763,0.06
Lithuania,2722291,6/15/2020,1768,0.06
Madagascar,27691019,9/5/2020,15269,0.06
Madagascar,27691019,9/6/2020,15319,0.06
Madagascar,27691019,9/7/2020,15352,0.06
Madagascar,27691019,9/8/2020,15435,0.06
Madagascar,27691019,9/9/2020,15520,0.06
Madagascar,27691019,9/10/2020,15624,0.06
Madagascar,27691019,9/11/2020,15669,0.06
Madagascar,27691019,9/12/2020,15737,0.06
Madagascar,27691019,9/13/2020,15757,0.06
Madagascar,27691019,9/14/2020,15769,0.06
Madagascar,27691019,9/15/2020,15803,0.06
Madagascar,27691019,9/16/2020,15871,0.06
Madagascar,27691019,9/17/2020,15925,0.06
Madagascar,27691019,9/18/2020,15971,0.06
Madagascar,27691019,9/19/2020,16020,0.06
Madagascar,27691019,9/20/2020,16053,0.06
Madagascar,27691019,9/21/2020,16073,0.06
Madagascar,27691019,9/22/2020,16136,0.06
Madagascar,27691019,9/23/2020,16167,0.06
Madagascar,27691019,9/24/2020,16191,0.06
Madagascar,27691019,9/25/2020,16221,0.06
Madagascar,27691019,9/26/2020,16257,0.06
Madagascar,27691019,9/27/2020,16285,0.06
Madagascar,27691019,9/28/2020,16348,0.06
Madagascar,27691019,9/29/2020,16377,0.06
Madagascar,27691019,9/30/2020,16408,0.06
Madagascar,27691019,10/1/2020,16454,0.06
Madagascar,27691019,10/2/2020,16493,0.06
Madagascar,27691019,10/3/2020,16529,0.06
Madagascar,27691019,10/4/2020,16558,0.06
Madagascar,27691019,10/5/2020,16570,0.06
Madagascar,27691019,10/6/2020,16600,0.06
Madagascar,27691019,10/7/2020,16633,0.06
Madagascar,27691019,10/8/2020,16654,0.06
Madagascar,27691019,10/9/2020,16676,0.06
Madagascar,27691019,10/10/2020,16702,0.06
Madagascar,27691019,10/11/2020,16718,0.06
Madagascar,27691019,10/12/2020,16726,0.06
Madagascar,27691019,10/13/2020,16754,0.06
Madagascar,27691019,10/14/2020,16754,0.06
Madagascar,27691019,10/15/2020,16754,0.06
Madagascar,27691019,10/16/2020,16754,0.06
Madagascar,27691019,10/17/2020,16810,0.06
Madagascar,27691019,10/18/2020,16810,0.06
Madagascar,27691019,10/19/2020,16810,0.06
Madagascar,27691019,10/20/2020,16810,0.06
Madagascar,27691019,10/21/2020,16810,0.06
Madagascar,27691019,10/22/2020,16810,0.06
Madagascar,27691019,10/23/2020,16810,0.06
Madagascar,27691019,10/24/2020,16968,0.06
Madagascar,27691019,10/25/2020,16968,0.06
Madagascar,27691019,10/26/2020,16968,0.06
Madagascar,27691019,10/27/2020,16968,0.06
Madagascar,27691019,10/28/2020,16968,0.06
Madagascar,27691019,10/29/2020,16968,0.06
Madagascar,27691019,10/30/2020,16968,0.06
Madagascar,27691019,10/31/2020,17111,0.06
Madagascar,27691019,11/1/2020,17111,0.06
Madagascar,27691019,11/2/2020,17111,0.06
Madagascar,27691019,11/3/2020,17111,0.06
Madagascar,27691019,11/4/2020,17111,0.06
Madagascar,27691019,11/5/2020,17111,0.06
Madagascar,27691019,11/6/2020,17111,0.06
Madagascar,27691019,11/7/2020,17111,0.06
Madagascar,27691019,11/8/2020,17223,0.06
Madagascar,27691019,11/9/2020,17223,0.06
Madagascar,27691019,11/10/2020,17223,0.06
Madagascar,27691019,11/11/2020,17223,0.06
Madagascar,27691019,11/12/2020,17223,0.06
Madagascar,27691019,11/13/2020,17223,0.06
Madagascar,27691019,11/14/2020,17223,0.06
Madagascar,27691019,11/15/2020,17310,0.06
Madagascar,27691019,11/16/2020,17310,0.06
Madagascar,27691019,11/17/2020,17310,0.06
Madagascar,27691019,11/18/2020,17310,0.06
Madagascar,27691019,11/19/2020,17310,0.06
Madagascar,27691019,11/20/2020,17310,0.06
Madagascar,27691019,11/21/2020,17310,0.06
Madagascar,27691019,11/22/2020,17341,0.06
Madagascar,27691019,11/23/2020,17341,0.06
Madagascar,27691019,11/24/2020,17341,0.06
Madagascar,27691019,11/25/2020,17341,0.06
Madagascar,27691019,11/26/2020,17341,0.06
Madagascar,27691019,11/27/2020,17341,0.06
Madagascar,27691019,11/28/2020,17341,0.06
Madagascar,27691019,11/29/2020,17341,0.06
Madagascar,27691019,11/30/2020,17341,0.06
Madagascar,27691019,12/1/2020,17341,0.06
Madagascar,27691019,12/2/2020,17341,0.06
Madagascar,27691019,12/3/2020,17341,0.06
Madagascar,27691019,12/4/2020,17341,0.06
Madagascar,27691019,12/5/2020,17473,0.06
Madagascar,27691019,12/6/2020,17473,0.06
Madagascar,27691019,12/7/2020,17473,0.06
Madagascar,27691019,12/8/2020,17473,0.06
Madagascar,27691019,12/9/2020,17473,0.06
Madagascar,27691019,12/10/2020,17473,0.06
Madagascar,27691019,12/11/2020,17473,0.06
Madagascar,27691019,12/12/2020,17587,0.06
Madagascar,27691019,12/13/2020,17587,0.06
Madagascar,27691019,12/14/2020,17587,0.06
Madagascar,27691019,12/15/2020,17587,0.06
Madagascar,27691019,12/16/2020,17587,0.06
Madagascar,27691019,12/17/2020,17587,0.06
Madagascar,27691019,12/18/2020,17587,0.06
Madagascar,27691019,12/19/2020,17587,0.06
Madagascar,27691019,12/20/2020,17633,0.06
Madagascar,27691019,12/21/2020,17633,0.06
Madagascar,27691019,12/22/2020,17633,0.06
Madagascar,27691019,12/23/2020,17633,0.06
Madagascar,27691019,12/24/2020,17633,0.06
Madagascar,27691019,12/25/2020,17633,0.06
Madagascar,27691019,12/26/2020,17633,0.06
Madagascar,27691019,12/27/2020,17714,0.06
Madagascar,27691019,12/28/2020,17714,0.06
Madagascar,27691019,12/29/2020,17714,0.06
Madagascar,27691019,12/30/2020,17714,0.06
Madagascar,27691019,12/31/2020,17714,0.06
Madagascar,27691019,1/1/2021,17714,0.06
Madagascar,27691019,1/2/2021,17767,0.06
Madagascar,27691019,1/3/2021,17767,0.06
Madagascar,27691019,1/4/2021,17767,0.06
Madagascar,27691019,1/5/2021,17767,0.06
Madagascar,27691019,1/6/2021,17767,0.06
Madagascar,27691019,1/7/2021,17767,0.06
Madagascar,27691019,1/8/2021,17767,0.06
Madagascar,27691019,1/9/2021,17767,0.06
Mongolia,3278292,1/31/2021,1814,0.06
Mongolia,3278292,2/1/2021,1832,0.06
Mongolia,3278292,2/2/2021,1859,0.06
Mongolia,3278292,2/3/2021,1890,0.06
Mongolia,3278292,2/4/2021,1928,0.06
Mongolia,3278292,2/5/2021,1989,0.06
Mongolia,3278292,2/6/2021,2023,0.06
Mongolia,3278292,2/7/2021,2073,0.06
Mongolia,3278292,2/8/2021,2120,0.06
Montenegro,628062,6/19/2020,355,0.06
Montenegro,628062,6/20/2020,359,0.06
Montenegro,628062,6/21/2020,362,0.06
Montenegro,628062,6/22/2020,367,0.06
Montenegro,628062,6/23/2020,378,0.06
Montenegro,628062,6/24/2020,389,0.06
Morocco,36910558,7/27/2020,20887,0.06
Morocco,36910558,7/28/2020,21387,0.06
Morocco,36910558,7/29/2020,22213,0.06
Morocco,36910558,7/30/2020,23259,0.06
Mozambique,31255435,12/17/2020,17256,0.06
Mozambique,31255435,12/18/2020,17338,0.06
Mozambique,31255435,12/19/2020,17477,0.06
Mozambique,31255435,12/20/2020,17568,0.06
Mozambique,31255435,12/21/2020,17695,0.06
Mozambique,31255435,12/22/2020,17767,0.06
Mozambique,31255435,12/23/2020,17767,0.06
Mozambique,31255435,12/24/2020,18031,0.06
Mozambique,31255435,12/25/2020,18108,0.06
Mozambique,31255435,12/26/2020,18162,0.06
Mozambique,31255435,12/27/2020,18265,0.06
Mozambique,31255435,12/28/2020,18310,0.06
Mozambique,31255435,12/29/2020,18372,0.06
Mozambique,31255435,12/30/2020,18485,0.06
Mozambique,31255435,12/31/2020,18642,0.06
Mozambique,31255435,1/1/2021,18794,0.06
Mozambique,31255435,1/2/2021,18968,0.06
Mozambique,31255435,1/3/2021,19309,0.06
Mozambique,31255435,1/4/2021,19463,0.06
Mozambique,31255435,1/5/2021,19542,0.06
Mozambique,31255435,1/6/2021,19667,0.06
Mozambique,31255435,1/7/2021,19961,0.06
Myanmar,54409794,10/13/2020,30437,0.06
Myanmar,54409794,10/14/2020,31325,0.06
Myanmar,54409794,10/15/2020,32351,0.06
Myanmar,54409794,10/16/2020,33488,0.06
Myanmar,54409794,10/17/2020,34875,0.06
Namibia,2540916,7/22/2020,1402,0.06
Namibia,2540916,7/23/2020,1522,0.06
Namibia,2540916,7/24/2020,1618,0.06
Nepal,29136808,7/7/2020,16168,0.06
Nepal,29136808,7/8/2020,16423,0.06
Nepal,29136808,7/9/2020,16531,0.06
Nepal,29136808,7/10/2020,16649,0.06
Nepal,29136808,7/11/2020,16719,0.06
Nepal,29136808,7/12/2020,16801,0.06
Nepal,29136808,7/13/2020,16945,0.06
Nepal,29136808,7/14/2020,17061,0.06
Nepal,29136808,7/15/2020,17177,0.06
Nepal,29136808,7/16/2020,17344,0.06
Nepal,29136808,7/17/2020,17445,0.06
Nepal,29136808,7/18/2020,17502,0.06
Nepal,29136808,7/19/2020,17658,0.06
Nepal,29136808,7/20/2020,17844,0.06
Nepal,29136808,7/21/2020,17994,0.06
Nepal,29136808,7/22/2020,18094,0.06
Nepal,29136808,7/23/2020,18241,0.06
Nepal,29136808,7/24/2020,18374,0.06
Nepal,29136808,7/25/2020,18483,0.06
Nepal,29136808,7/26/2020,18613,0.06
Nepal,29136808,7/27/2020,18752,0.06
Netherlands,17134873,3/28/2020,9819,0.06
Netherlands,17134873,3/29/2020,10930,0.06
Nicaragua,6624554,7/28/2020,3672,0.06
Nicaragua,6624554,7/29/2020,3672,0.06
Nicaragua,6624554,7/30/2020,3672,0.06
Nicaragua,6624554,7/31/2020,3672,0.06
Nicaragua,6624554,8/1/2020,3672,0.06
Nicaragua,6624554,8/2/2020,3672,0.06
Nicaragua,6624554,8/3/2020,3672,0.06
Nicaragua,6624554,8/4/2020,3902,0.06
Nicaragua,6624554,8/5/2020,3902,0.06
Nicaragua,6624554,8/6/2020,3902,0.06
Nicaragua,6624554,8/7/2020,3902,0.06
Nicaragua,6624554,8/8/2020,3902,0.06
Nicaragua,6624554,8/9/2020,3902,0.06
Nicaragua,6624554,8/10/2020,3902,0.06
Nicaragua,6624554,8/11/2020,4115,0.06
Nicaragua,6624554,8/12/2020,4115,0.06
Nicaragua,6624554,8/13/2020,4115,0.06
Nicaragua,6624554,8/14/2020,4115,0.06
Nicaragua,6624554,8/15/2020,4115,0.06
Nicaragua,6624554,8/16/2020,4115,0.06
Nicaragua,6624554,8/17/2020,4115,0.06
Guyana,786559,8/2/2020,474,0.06
Guyana,786559,8/3/2020,474,0.06
Guyana,786559,8/4/2020,497,0.06
Guyana,786559,8/5/2020,509,0.06
Haiti,11402533,7/6/2020,6294,0.06
Haiti,11402533,7/7/2020,6333,0.06
Haiti,11402533,7/8/2020,6371,0.06
Haiti,11402533,7/9/2020,6432,0.06
Haiti,11402533,7/10/2020,6486,0.06
Haiti,11402533,7/11/2020,6582,0.06
Haiti,11402533,7/12/2020,6617,0.06
Haiti,11402533,7/13/2020,6690,0.06
Haiti,11402533,7/14/2020,6727,0.06
Haiti,11402533,7/15/2020,6727,0.06
Haiti,11402533,7/16/2020,6831,0.06
Haiti,11402533,7/17/2020,6902,0.06
Haiti,11402533,7/18/2020,6948,0.06
Haiti,11402533,7/19/2020,6975,0.06
Haiti,11402533,7/20/2020,7053,0.06
Haiti,11402533,7/21/2020,7063,0.06
Haiti,11402533,7/22/2020,7100,0.06
Haiti,11402533,7/23/2020,7146,0.06
Haiti,11402533,7/24/2020,7167,0.06
Haiti,11402533,7/25/2020,7197,0.06
Haiti,11402533,7/26/2020,7260,0.06
Haiti,11402533,7/27/2020,7297,0.06
Haiti,11402533,7/28/2020,7315,0.06
Haiti,11402533,7/29/2020,7340,0.06
Haiti,11402533,7/30/2020,7371,0.06
Haiti,11402533,7/31/2020,7378,0.06
Honduras,9904608,6/2/2020,5527,0.06
Honduras,9904608,6/3/2020,5690,0.06
Honduras,9904608,6/4/2020,5880,0.06
Honduras,9904608,6/5/2020,5971,0.06
Honduras,9904608,6/6/2020,6155,0.06
Honduras,9904608,6/7/2020,6327,0.06
Hungary,9660350,8/27/2020,5379,0.06
Hungary,9660350,8/28/2020,5511,0.06
Hungary,9660350,8/29/2020,5669,0.06
Hungary,9660350,8/30/2020,5961,0.06
Hungary,9660350,8/31/2020,6139,0.06
Hungary,9660350,9/1/2020,6257,0.06
Iceland,341250,3/17/2020,220,0.06
India,1380004385,7/8/2020,767296,0.06
India,1380004385,7/9/2020,793802,0.06
India,1380004385,7/10/2020,820916,0.06
India,1380004385,7/11/2020,849522,0.06
India,1380004385,7/12/2020,878254,0.06
Indonesia,273523621,8/22/2020,151498,0.06
Indonesia,273523621,8/23/2020,153535,0.06
Indonesia,273523621,8/24/2020,155412,0.06
Indonesia,273523621,8/25/2020,157859,0.06
Indonesia,273523621,8/26/2020,160165,0.06
Indonesia,273523621,8/27/2020,162884,0.06
Indonesia,273523621,8/28/2020,165887,0.06
Indonesia,273523621,8/29/2020,169195,0.06
Indonesia,273523621,8/30/2020,172053,0.06
Indonesia,273523621,8/31/2020,174796,0.06
Indonesia,273523621,9/1/2020,177571,0.06
Iran,83992953,4/1/2020,47593,0.06
Iran,83992953,4/2/2020,50468,0.06
Iran,83992953,4/3/2020,53183,0.06
Iraq,40222503,6/16/2020,22700,0.06
Iraq,40222503,6/17/2020,24254,0.06
Iraq,40222503,6/18/2020,25717,0.06
Ireland,4937796,3/30/2020,2910,0.06
Gabon,2225728,5/16/2020,1320,0.06
Gabon,2225728,5/17/2020,1320,0.06
Gabon,2225728,5/18/2020,1432,0.06
Gambia,2416664,8/11/2020,1346,0.06
Gambia,2416664,8/12/2020,1477,0.06
Gambia,2416664,8/13/2020,1556,0.06
Georgia,3989175,9/13/2020,2227,0.06
Georgia,3989175,9/14/2020,2392,0.06
Georgia,3989175,9/15/2020,2562,0.06
Germany,83783945,3/27/2020,50871,0.06
Ghana,31072945,6/29/2020,17351,0.06
Ghana,31072945,6/30/2020,17741,0.06
Ghana,31072945,7/1/2020,18134,0.06
Ghana,31072945,7/2/2020,18134,0.06
Ghana,31072945,7/3/2020,19388,0.06
Ghana,31072945,7/4/2020,19388,0.06
Ghana,31072945,7/5/2020,20085,0.06
Greece,10423056,8/10/2020,5749,0.06
Greece,10423056,8/11/2020,5942,0.06
Greece,10423056,8/12/2020,6177,0.06
Greece,10423056,8/13/2020,6381,0.06
Greece,10423056,8/14/2020,6632,0.06
Grenada,112519,12/13/2020,69,0.06
Grenada,112519,12/14/2020,69,0.06
Grenada,112519,12/15/2020,69,0.06
Guatemala,17915567,6/15/2020,10272,0.06
Guatemala,17915567,6/16/2020,10706,0.06
Guatemala,17915567,6/17/2020,11251,0.06
Guinea,13132792,7/30/2020,7242,0.06
Guinea,13132792,7/31/2020,7308,0.06
Guinea,13132792,8/1/2020,7308,0.06
Guinea,13132792,8/2/2020,7317,0.06
Guinea,13132792,8/3/2020,7364,0.06
Guinea,13132792,8/4/2020,7489,0.06
Guinea,13132792,8/5/2020,7575,0.06
Guinea,13132792,8/6/2020,7664,0.06
Guinea,13132792,8/7/2020,7777,0.06
Guinea,13132792,8/8/2020,7875,0.06
Guinea,13132792,8/9/2020,7930,0.06
Guinea,13132792,8/10/2020,7930,0.06
Guinea,13132792,8/11/2020,8018,0.06
Guinea,13132792,8/12/2020,8116,0.06
Guinea,13132792,8/13/2020,8198,0.06
Guinea,13132792,8/14/2020,8260,0.06
Guinea,13132792,8/15/2020,8343,0.06
Guinea,13132792,8/16/2020,8482,0.06
Guinea-Bissau,1967998,5/20/2020,1089,0.06
Guinea-Bissau,1967998,5/21/2020,1109,0.06
Guinea-Bissau,1967998,5/22/2020,1114,0.06
Guinea-Bissau,1967998,5/23/2020,1114,0.06
Guinea-Bissau,1967998,5/24/2020,1114,0.06
Guinea-Bissau,1967998,5/25/2020,1178,0.06
Guinea-Bissau,1967998,5/26/2020,1178,0.06
Guinea-Bissau,1967998,5/27/2020,1195,0.06
Guinea-Bissau,1967998,5/28/2020,1195,0.06
Guinea-Bissau,1967998,5/29/2020,1256,0.06
Guinea-Bissau,1967998,5/30/2020,1256,0.06
Guinea-Bissau,1967998,5/31/2020,1256,0.06
Egypt,102334403,6/22/2020,56809,0.06
Egypt,102334403,6/23/2020,58141,0.06
Egypt,102334403,6/24/2020,59561,0.06
Egypt,102334403,6/25/2020,61130,0.06
Egypt,102334403,6/26/2020,62755,0.06
Egypt,102334403,6/27/2020,63923,0.06
Egypt,102334403,6/28/2020,65188,0.06
El Salvador,6486201,6/13/2020,3603,0.06
El Salvador,6486201,6/14/2020,3720,0.06
El Salvador,6486201,6/15/2020,3826,0.06
El Salvador,6486201,6/16/2020,3941,0.06
El Salvador,6486201,6/17/2020,4066,0.06
El Salvador,6486201,6/18/2020,4200,0.06
Equatorial Guinea,1402985,5/19/2020,825,0.06
Equatorial Guinea,1402985,5/20/2020,890,0.06
Equatorial Guinea,1402985,5/21/2020,903,0.06
Eritrea,3546427,1/26/2021,1970,0.06
Eritrea,3546427,1/27/2021,2085,0.06
Eritrea,3546427,1/28/2021,2085,0.06
Eritrea,3546427,1/29/2021,2135,0.06
Eritrea,3546427,1/30/2021,2135,0.06
Eritrea,3546427,1/31/2021,2135,0.06
Eritrea,3546427,2/1/2021,2135,0.06
Eritrea,3546427,2/2/2021,2267,0.06
Estonia,1326539,3/31/2020,745,0.06
Estonia,1326539,4/1/2020,779,0.06
Estonia,1326539,4/2/2020,858,0.06
Eswatini,1160164,6/22/2020,643,0.06
Eswatini,1160164,6/23/2020,674,0.06
Eswatini,1160164,6/24/2020,690,0.06
Eswatini,1160164,6/25/2020,706,0.06
Eswatini,1160164,6/26/2020,728,0.06
Eswatini,1160164,6/27/2020,745,0.06
Ethiopia,114963583,9/11/2020,63367,0.06
Ethiopia,114963583,9/12/2020,63888,0.06
Ethiopia,114963583,9/13/2020,64301,0.06
Ethiopia,114963583,9/14/2020,64786,0.06
Ethiopia,114963583,9/15/2020,65486,0.06
Ethiopia,114963583,9/16/2020,66224,0.06
Ethiopia,114963583,9/17/2020,66913,0.06
Ethiopia,114963583,9/18/2020,67515,0.06
Ethiopia,114963583,9/19/2020,68131,0.06
Ethiopia,114963583,9/20/2020,68820,0.06
Ethiopia,114963583,9/21/2020,69709,0.06
Ethiopia,114963583,9/22/2020,70422,0.06
Ethiopia,114963583,9/23/2020,71083,0.06
Ethiopia,114963583,9/24/2020,71687,0.06
Ethiopia,114963583,9/25/2020,72173,0.06
Ethiopia,114963583,9/26/2020,72700,0.06
Ethiopia,114963583,9/27/2020,73332,0.06
Ethiopia,114963583,9/28/2020,73944,0.06
Ethiopia,114963583,9/29/2020,74584,0.06
Finland,5540718,4/13/2020,3064,0.06
Finland,5540718,4/14/2020,3161,0.06
Finland,5540718,4/15/2020,3237,0.06
Finland,5540718,4/16/2020,3369,0.06
Finland,5540718,4/17/2020,3489,0.06
France,68147687,3/28/2020,37692,0.06
France,68147687,3/29/2020,40295,0.06
Croatia,4105268,6/17/2020,2258,0.06
Croatia,4105268,6/18/2020,2269,0.06
Croatia,4105268,6/19/2020,2280,0.06
Croatia,4105268,6/20/2020,2299,0.06
Croatia,4105268,6/21/2020,2317,0.06
Croatia,4105268,6/22/2020,2336,0.06
Croatia,4105268,6/23/2020,2366,0.06
Croatia,4105268,6/24/2020,2388,0.06
Croatia,4105268,6/25/2020,2483,0.06
Croatia,4105268,6/26/2020,2539,0.06
Croatia,4105268,6/27/2020,2624,0.06
Cuba,11326616,10/19/2020,6258,0.06
Cuba,11326616,10/20/2020,6305,0.06
Cuba,11326616,10/21/2020,6368,0.06
Cuba,11326616,10/22/2020,6421,0.06
Cuba,11326616,10/23/2020,6479,0.06
Cuba,11326616,10/24/2020,6534,0.06
Cuba,11326616,10/25/2020,6566,0.06
Cuba,11326616,10/26/2020,6595,0.06
Cuba,11326616,10/27/2020,6678,0.06
Cuba,11326616,10/28/2020,6727,0.06
Cuba,11326616,10/29/2020,6766,0.06
Cuba,11326616,10/30/2020,6801,0.06
Cuba,11326616,10/31/2020,6887,0.06
Cuba,11326616,11/1/2020,6935,0.06
Cuba,11326616,11/2/2020,6970,0.06
Cuba,11326616,11/3/2020,7035,0.06
Cuba,11326616,11/4/2020,7144,0.06
Cuba,11326616,11/5/2020,7184,0.06
Cuba,11326616,11/6/2020,7228,0.06
Cuba,11326616,11/7/2020,7267,0.06
Cuba,11326616,11/8/2020,7297,0.06
Cuba,11326616,11/9/2020,7349,0.06
Cyprus,875899,4/7/2020,494,0.06
Cyprus,875899,4/8/2020,526,0.06
Cyprus,875899,4/9/2020,564,0.06
Czechia,10708982,4/12/2020,5991,0.06
Czechia,10708982,4/13/2020,6059,0.06
Czechia,10708982,4/14/2020,6111,0.06
Czechia,10708982,4/15/2020,6216,0.06
Czechia,10708982,4/16/2020,6433,0.06
Czechia,10708982,4/17/2020,6549,0.06
Czechia,10708982,4/18/2020,6606,0.06
