location,population,date,HighestInfectionCount,PercentPopulationInfected
Georgia,3989175,3/22/2021,277650,6.96
Armenia,2963234,4/15/2021,206142,6.96
Croatia,4105268,4/8/2021,285765,6.96
Slovakia,5459643,4/25/2021,379911,6.96
Slovakia,5459643,4/26/2021,380010,6.96
Spain,46754783,3/26/2021,3255324,6.96
Spain,46754783,3/27/2021,3255324,6.96
Spain,46754783,3/28/2021,3255324,6.96
Spain,46754783,3/25/2021,3247738,6.95
Slovakia,5459643,4/24/2021,379476,6.95
Sweden,10099270,3/10/2021,701892,6.95
Switzerland,8654618,3/31/2021,601124,6.95
Liechtenstein,38137,3/27/2021,2649,6.95
Belgium,11589616,3/13/2021,805321,6.95
Georgia,3989175,3/20/2021,277218,6.95
Georgia,3989175,3/19/2021,276796,6.94
Slovakia,5459643,4/23/2021,378635,6.94
Liechtenstein,38137,3/26/2021,2645,6.94
Lithuania,2722291,2/11/2021,189058,6.94
Panama,4314768,1/18/2021,299361,6.94
Qatar,2881060,4/22/2021,199980,6.94
Israel,8655541,1/25/2021,601069,6.94
Jordan,10203140,4/28/2021,708265,6.94
Hungary,9660350,4/2/2021,670776,6.94
Netherlands,17134873,3/17/2021,1189707,6.94
Liechtenstein,38137,3/25/2021,2642,6.93
Poland,37846605,4/14/2021,2621116,6.93
Georgia,3989175,3/18/2021,276436,6.93
Cyprus,875899,4/23/2021,60681,6.93
Slovakia,5459643,4/22/2021,378150,6.93
United States,331002647,1/12/2021,22926246,6.93
Switzerland,8654618,3/30/2021,598713,6.92
Spain,46754783,3/23/2021,3234319,6.92
Spain,46754783,3/24/2021,3234319,6.92
Serbia,6804596,3/3/2021,470941,6.92
North Macedonia,2083380,4/14/2021,144111,6.92
Jordan,10203140,4/27/2021,706355,6.92
Georgia,3989175,3/17/2021,276067,6.92
Bahrain,1701583,2/21/2021,117809,6.92
Belgium,11589616,3/12/2021,801723,6.92
Armenia,2963234,4/14/2021,205128,6.92
Czechia,10708982,1/3/2021,740481,6.91
Georgia,3989175,3/16/2021,275685,6.91
Slovakia,5459643,4/21/2021,377473,6.91
Slovenia,2078932,1/13/2021,143679,6.91
Spain,46754783,3/22/2021,3228803,6.91
Jordan,10203140,4/26/2021,704540,6.91
Qatar,2881060,4/21/2021,199180,6.91
Montenegro,628062,12/18/2020,43390,6.91
Netherlands,17134873,3/16/2021,1183567,6.91
Panama,4314768,1/17/2021,298019,6.91
Lebanon,6825442,4/1/2021,471962,6.91
Liechtenstein,38137,3/23/2021,2634,6.91
Liechtenstein,38137,3/24/2021,2636,6.91
Lithuania,2722291,2/10/2021,187991,6.91
Luxembourg,625976,12/17/2020,43279,6.91
Liechtenstein,38137,3/22/2021,2632,6.9
Israel,8655541,1/24/2021,597403,6.9
France,68147687,3/31/2021,4705068,6.9
Georgia,3989175,3/15/2021,275148,6.9
Brazil,212559409,4/30/2021,14659011,6.9
Switzerland,8654618,3/29/2021,596790,6.9
Slovakia,5459643,4/20/2021,376709,6.9
Slovakia,5459643,4/18/2021,375974,6.89
Slovakia,5459643,4/19/2021,376067,6.89
Sweden,10099270,3/9/2021,695975,6.89
Liechtenstein,38137,3/20/2021,2627,6.89
Liechtenstein,38137,3/21/2021,2628,6.89
Qatar,2881060,4/20/2021,198361,6.89
Armenia,2963234,4/13/2021,204053,6.89
Georgia,3989175,3/13/2021,274721,6.89
Georgia,3989175,3/14/2021,274989,6.89
Bahrain,1701583,2/20/2021,117234,6.89
Belgium,11589616,3/11/2021,798108,6.89
Georgia,3989175,3/12/2021,274377,6.88
Croatia,4105268,4/7/2021,282548,6.88
Andorra,77265,11/7/2020,5319,6.88
Liechtenstein,38137,3/19/2021,2622,6.88
Lithuania,2722291,2/9/2021,187421,6.88
Jordan,10203140,4/25/2021,702154,6.88
Netherlands,17134873,3/15/2021,1178501,6.88
Liechtenstein,38137,3/18/2021,2620,6.87
Lithuania,2722291,2/8/2021,187039,6.87
Poland,37846605,4/13/2021,2599850,6.87
North Macedonia,2083380,4/13/2021,143162,6.87
Panama,4314768,1/16/2021,296269,6.87
Spain,46754783,3/18/2021,3212332,6.87
Spain,46754783,3/19/2021,3212332,6.87
Spain,46754783,3/20/2021,3212332,6.87
Spain,46754783,3/21/2021,3212332,6.87
San Marino,33938,12/29/2020,2333,6.87
Slovakia,5459643,4/17/2021,375336,6.87
Austria,9006400,4/30/2021,618870,6.87
Czechia,10708982,1/2/2021,735469,6.87
Georgia,3989175,3/11/2021,274045,6.87
Georgia,3989175,3/10/2021,273650,6.86
Brazil,212559409,4/29/2021,14590678,6.86
Estonia,1326539,3/18/2021,91031,6.86
Belgium,11589616,3/10/2021,794605,6.86
Armenia,2963234,4/12/2021,203327,6.86
Lebanon,6825442,3/31/2021,468400,6.86
Liechtenstein,38137,3/16/2021,2615,6.86
Liechtenstein,38137,3/17/2021,2616,6.86
Lithuania,2722291,2/7/2021,186770,6.86
Malta,441539,4/29/2021,30276,6.86
Malta,441539,4/30/2021,30292,6.86
Israel,8655541,1/23/2021,593961,6.86
Jordan,10203140,4/24/2021,700423,6.86
Serbia,6804596,3/2/2021,466885,6.86
Slovakia,5459643,4/16/2021,374586,6.86
United States,331002647,1/11/2021,22699326,6.86
Spain,46754783,3/17/2021,3206116,6.86
Spain,46754783,3/1/2021,3204531,6.85
Slovakia,5459643,4/15/2021,373950,6.85
Austria,9006400,4/29/2021,616739,6.85
Georgia,3989175,3/9/2021,273137,6.85
Bahrain,1701583,2/19/2021,116482,6.85
Jordan,10203140,4/23/2021,699164,6.85
Liechtenstein,38137,3/14/2021,2612,6.85
Liechtenstein,38137,3/15/2021,2612,6.85
Montenegro,628062,12/17/2020,42995,6.85
Netherlands,17134873,3/14/2021,1172975,6.85
Malta,441539,4/27/2021,30234,6.85
Malta,441539,4/28/2021,30249,6.85
Hungary,9660350,4/1/2021,661721,6.85
Portugal,10196707,1/29/2021,698583,6.85
Qatar,2881060,4/19/2021,197476,6.85
Lithuania,2722291,2/6/2021,186278,6.84
Luxembourg,625976,12/16/2020,42845,6.84
Jordan,10203140,4/22/2021,697487,6.84
Malta,441539,4/26/2021,30189,6.84
Spain,46754783,3/16/2021,3200024,6.84
Switzerland,8654618,3/26/2021,592217,6.84
Switzerland,8654618,3/27/2021,592217,6.84
Switzerland,8654618,3/28/2021,592217,6.84
Armenia,2963234,4/11/2021,202817,6.84
Georgia,3989175,3/7/2021,272851,6.84
Georgia,3989175,3/8/2021,272998,6.84
Croatia,4105268,4/6/2021,280899,6.84
Czechia,10708982,1/1/2021,732022,6.84
Cyprus,875899,4/22/2021,59792,6.83
Belgium,11589616,3/9/2021,791171,6.83
Brazil,212559409,4/28/2021,14521289,6.83
Georgia,3989175,3/5/2021,272262,6.83
Georgia,3989175,3/6/2021,272617,6.83
Malta,441539,4/24/2021,30149,6.83
Malta,441539,4/25/2021,30174,6.83
Poland,37846605,4/12/2021,2586647,6.83
Spain,46754783,3/15/2021,3195062,6.83
Slovakia,5459643,4/14/2021,373107,6.83
Spain,46754783,2/26/2021,3188553,6.82
Spain,46754783,2/27/2021,3188553,6.82
Spain,46754783,2/28/2021,3188553,6.82
Switzerland,8654618,3/25/2021,590164,6.82
France,68147687,3/30/2021,4646014,6.82
Georgia,3989175,3/4/2021,271872,6.82
Croatia,4105268,4/4/2021,280026,6.82
Croatia,4105268,4/5/2021,280164,6.82
Armenia,2963234,4/10/2021,202167,6.82
Austria,9006400,4/28/2021,614510,6.82
Qatar,2881060,4/18/2021,196580,6.82
Malta,441539,4/22/2021,30096,6.82
Malta,441539,4/23/2021,30129,6.82
North Macedonia,2083380,4/12/2021,142034,6.82
Liechtenstein,38137,3/12/2021,2601,6.82
Liechtenstein,38137,3/13/2021,2602,6.82
Lithuania,2722291,2/5/2021,185601,6.82
Jordan,10203140,4/21/2021,695390,6.82
Israel,8655541,1/22/2021,589028,6.81
North Macedonia,2083380,4/11/2021,141844,6.81
Malta,441539,4/21/2021,30063,6.81
Lebanon,6825442,3/30/2021,465007,6.81
Liechtenstein,38137,3/11/2021,2596,6.81
Netherlands,17134873,3/13/2021,1166923,6.81
Slovenia,2078932,1/12/2021,141587,6.81
Spain,46754783,3/12/2021,3183704,6.81
Spain,46754783,3/13/2021,3183704,6.81
Spain,46754783,3/14/2021,3183704,6.81
Slovakia,5459643,4/13/2021,372038,6.81
Georgia,3989175,3/3/2021,271739,6.81
Belgium,11589616,3/8/2021,789008,6.81
Bahrain,1701583,2/18/2021,115705,6.8
Belgium,11589616,3/7/2021,787891,6.8
Georgia,3989175,3/2/2021,271379,6.8
Austria,9006400,4/27/2021,612170,6.8
Panama,4314768,1/15/2021,293592,6.8
Poland,37846605,4/11/2021,2574631,6.8
Liechtenstein,38137,3/8/2021,2592,6.8
Liechtenstein,38137,3/9/2021,2594,6.8
Liechtenstein,38137,3/10/2021,2594,6.8
Malta,441539,4/19/2021,30026,6.8
Malta,441539,4/20/2021,30039,6.8
Serbia,6804596,3/1/2021,462728,6.8
Slovakia,5459643,4/11/2021,371062,6.8
Slovakia,5459643,4/12/2021,371168,6.8
Spain,46754783,2/25/2021,3180212,6.8
Spain,46754783,3/11/2021,3178356,6.8
Switzerland,8654618,3/24/2021,588118,6.8
Slovakia,5459643,4/10/2021,370473,6.79
United States,331002647,1/10/2021,22484332,6.79
Armenia,2963234,4/9/2021,201158,6.79
Georgia,3989175,2/28/2021,270758,6.79
Georgia,3989175,3/1/2021,270918,6.79
Croatia,4105268,4/3/2021,278650,6.79
Brazil,212559409,4/27/2021,14441563,6.79
Malta,441539,4/18/2021,29966,6.79
Liechtenstein,38137,3/5/2021,2588,6.79
Liechtenstein,38137,3/6/2021,2589,6.79
Liechtenstein,38137,3/7/2021,2590,6.79
Lithuania,2722291,2/4/2021,184948,6.79
Qatar,2881060,4/17/2021,195757,6.79
North Macedonia,2083380,4/10/2021,141157,6.78
Montenegro,628062,12/16/2020,42563,6.78
Jordan,10203140,4/20/2021,692181,6.78
Malta,441539,4/17/2021,29927,6.78
Sweden,10099270,3/5/2021,684961,6.78
Sweden,10099270,3/6/2021,684961,6.78
Sweden,10099270,3/7/2021,684961,6.78
Sweden,10099270,3/8/2021,684961,6.78
Spain,46754783,2/24/2021,3170644,6.78
Spain,46754783,3/10/2021,3172101,6.78
Austria,9006400,4/26/2021,610545,6.78
Belgium,11589616,3/6/2021,785809,6.78
Georgia,3989175,2/27/2021,270510,6.78
France,68147687,3/29/2021,4615295,6.77
Georgia,3989175,2/26/2021,270137,6.77
Netherlands,17134873,3/12/2021,1160380,6.77
Qatar,2881060,4/16/2021,194930,6.77
Lebanon,6825442,3/29/2021,462339,6.77
Liechtenstein,38137,3/4/2021,2582,6.77
Lithuania,2722291,2/3/2021,184208,6.77
Spain,46754783,3/9/2021,3164982,6.77
Switzerland,8654618,3/23/2021,586096,6.77
Slovakia,5459643,4/9/2021,369393,6.77
Spain,46754783,2/23/2021,3161432,6.76
Spain,46754783,3/8/2021,3160970,6.76
France,68147687,3/28/2021,4606185,6.76
Georgia,3989175,2/25/2021,269800,6.76
Austria,9006400,4/25/2021,608979,6.76
Brazil,212559409,4/26/2021,14369423,6.76
Bahrain,1701583,2/17/2021,115057,6.76
Belgium,11589616,3/5/2021,783010,6.76
Lebanon,6825442,3/28/2021,461062,6.76
Liechtenstein,38137,3/3/2021,2577,6.76
Malta,441539,4/15/2021,29833,6.76
Malta,441539,4/16/2021,29860,6.76
Jordan,10203140,4/19/2021,689482,6.76
Liechtenstein,38137,3/1/2021,2575,6.75
Liechtenstein,38137,3/2/2021,2576,6.75
Luxembourg,625976,12/15/2020,42250,6.75
Panama,4314768,1/14/2021,291285,6.75
Poland,37846605,4/10/2021,2552898,6.75
Hungary,9660350,3/31/2021,652433,6.75
Spain,46754783,2/22/2021,3153971,6.75
Serbia,6804596,2/28/2021,459259,6.75
Slovakia,5459643,4/8/2021,368470,6.75
Switzerland,8654618,3/22/2021,584252,6.75
Armenia,2963234,4/8/2021,200129,6.75
Georgia,3989175,2/24/2021,269438,6.75
Brazil,212559409,4/25/2021,14340787,6.75
Austria,9006400,4/24/2021,606954,6.74
Georgia,3989175,2/23/2021,268995,6.74
Lithuania,2722291,2/2/2021,183444,6.74
Netherlands,17134873,3/11/2021,1154257,6.74
Malta,441539,4/14/2021,29778,6.74
Spain,46754783,3/5/2021,3149012,6.74
Spain,46754783,3/6/2021,3149012,6.74
Spain,46754783,3/7/2021,3149012,6.74
Sweden,10099270,3/4/2021,680130,6.73
United States,331002647,1/9/2021,22271084,6.73
Georgia,3989175,2/21/2021,268355,6.73
Georgia,3989175,2/22/2021,268502,6.73
Brazil,212559409,4/24/2021,14308215,6.73
Belgium,11589616,3/4/2021,780251,6.73
Croatia,4105268,4/2/2021,276416,6.73
Estonia,1326539,3/17/2021,89331,6.73
Malta,441539,4/13/2021,29720,6.73
Liechtenstein,38137,2/27/2021,2566,6.73
Liechtenstein,38137,2/28/2021,2567,6.73
Israel,8655541,1/21/2021,582869,6.73
Qatar,2881060,4/15/2021,193952,6.73
Portugal,10196707,1/28/2021,685383,6.72
Lebanon,6825442,3/27/2021,458338,6.72
Liechtenstein,38137,2/26/2021,2564,6.72
Lithuania,2722291,2/1/2021,182898,6.72
Malta,441539,4/12/2021,29661,6.72
Jordan,10203140,4/18/2021,685973,6.72
North Macedonia,2083380,4/9/2021,140065,6.72
Slovenia,2078932,1/11/2021,139713,6.72
Spain,46754783,3/4/2021,3142358,6.72
Slovakia,5459643,4/7/2021,366894,6.72
Georgia,3989175,2/20/2021,268097,6.72
Cyprus,875899,4/21/2021,58865,6.72
Austria,9006400,4/23/2021,604823,6.72
Bahrain,1701583,2/16/2021,114361,6.72
Belgium,11589616,3/3/2021,777608,6.71
Armenia,2963234,4/7/2021,198898,6.71
Georgia,3989175,2/19/2021,267701,6.71
Czechia,10708982,12/31/2020,718661,6.71
Liechtenstein,38137,2/25/2021,2558,6.71
Lithuania,2722291,1/31/2021,182543,6.71
Montenegro,628062,12/15/2020,42148,6.71
Malta,441539,4/11/2021,29614,6.71
Serbia,6804596,2/27/2021,456450,6.71
Switzerland,8654618,3/19/2021,580609,6.71
Switzerland,8654618,3/20/2021,580609,6.71
Switzerland,8654618,3/21/2021,580609,6.71
Spain,46754783,3/3/2021,3136321,6.71
Slovenia,2078932,1/10/2021,139281,6.7
Spain,46754783,2/19/2021,3133122,6.7
Spain,46754783,2/20/2021,3133122,6.7
Spain,46754783,2/21/2021,3133122,6.7
San Marino,33938,12/28/2020,2275,6.7
Slovakia,5459643,4/6/2021,365733,6.7
Brazil,212559409,4/23/2021,14237078,6.7
France,68147687,3/27/2021,4569164,6.7
Georgia,3989175,2/18/2021,267313,6.7
Qatar,2881060,4/14/2021,192963,6.7
Netherlands,17134873,3/10/2021,1148836,6.7
Jordan,10203140,4/17/2021,683466,6.7
Malta,441539,4/10/2021,29548,6.69
Liechtenstein,38137,2/22/2021,2550,6.69
Liechtenstein,38137,2/23/2021,2553,6.69
Liechtenstein,38137,2/24/2021,2553,6.69
Luxembourg,625976,12/14/2020,41900,6.69
Slovakia,5459643,4/4/2021,365242,6.69
Slovakia,5459643,4/5/2021,365400,6.69
Spain,46754783,3/2/2021,3130184,6.69
Sweden,10099270,3/3/2021,675292,6.69
Switzerland,8654618,3/18/2021,578861,6.69
Georgia,3989175,2/17/2021,266948,6.69
Austria,9006400,4/22/2021,602494,6.69
Armenia,2963234,4/6/2021,197873,6.68
Croatia,4105268,4/1/2021,274054,6.68
Georgia,3989175,2/16/2021,266462,6.68
Bahrain,1701583,2/15/2021,113590,6.68
Belgium,11589616,3/2/2021,774344,6.68
Liechtenstein,38137,2/21/2021,2546,6.68
Lithuania,2722291,1/30/2021,181740,6.68
Jordan,10203140,4/16/2021,681870,6.68
Hungary,9660350,3/30/2021,645733,6.68
Panama,4314768,1/13/2021,288408,6.68
Malta,441539,4/9/2021,29511,6.68
Poland,37846605,4/9/2021,2528006,6.68
Slovakia,5459643,4/3/2021,364622,6.68
Spain,46754783,2/18/2021,3121687,6.68
Switzerland,8654618,3/17/2021,577111,6.67
Brazil,212559409,4/22/2021,14167973,6.67
Lebanon,6825442,3/26/2021,455381,6.67
Liechtenstein,38137,2/18/2021,2542,6.67
Liechtenstein,38137,2/19/2021,2543,6.67
Liechtenstein,38137,2/20/2021,2545,6.67
Malta,441539,4/8/2021,29463,6.67
North Macedonia,2083380,4/8/2021,138891,6.67
Netherlands,17134873,3/9/2021,1143481,6.67
Montenegro,628062,12/14/2020,41803,6.66
Qatar,2881060,4/13/2021,191979,6.66
Jordan,10203140,4/15/2021,679138,6.66
Liechtenstein,38137,2/14/2021,2539,6.66
Liechtenstein,38137,2/15/2021,2540,6.66
Liechtenstein,38137,2/16/2021,2540,6.66
Liechtenstein,38137,2/17/2021,2540,6.66
Malta,441539,4/7/2021,29408,6.66
Slovenia,2078932,1/9/2021,138518,6.66
Serbia,6804596,2/26/2021,453240,6.66
Slovakia,5459643,4/2/2021,363874,6.66
Austria,9006400,4/21/2021,600089,6.66
Belgium,11589616,2/28/2021,771511,6.66
Belgium,11589616,3/1/2021,772294,6.66
Georgia,3989175,2/14/2021,265557,6.66
Georgia,3989175,2/15/2021,265722,6.66
Georgia,3989175,2/13/2021,265200,6.65
Andorra,77265,11/5/2020,5135,6.65
Andorra,77265,11/6/2020,5135,6.65
Armenia,2963234,4/5/2021,197113,6.65
Malta,441539,4/6/2021,29343,6.65
Netherlands,17134873,3/8/2021,1139102,6.65
Liechtenstein,38137,2/12/2021,2537,6.65
Liechtenstein,38137,2/13/2021,2538,6.65
Lithuania,2722291,1/29/2021,181019,6.65
Israel,8655541,1/20/2021,575842,6.65
Italy,60461828,4/30/2021,4022653,6.65
Switzerland,8654618,3/16/2021,575253,6.65
United States,331002647,1/8/2021,22010389,6.65
Spain,46754783,2/17/2021,3107172,6.65
Slovakia,5459643,4/1/2021,362489,6.64
Armenia,2963234,4/4/2021,196634,6.64
Brazil,212559409,4/21/2021,14122795,6.64
France,68147687,3/26/2021,4526530,6.64
Belgium,11589616,2/27/2021,769414,6.64
Hungary,9660350,3/29/2021,641124,6.64
Liechtenstein,38137,2/10/2021,2532,6.64
Liechtenstein,38137,2/11/2021,2534,6.64
Lebanon,6825442,3/25/2021,452281,6.63
Liechtenstein,38137,2/9/2021,2527,6.63
Italy,60461828,4/29/2021,4009208,6.63
Jordan,10203140,4/14/2021,676175,6.63
Malta,441539,4/5/2021,29279,6.63
Qatar,2881060,4/12/2021,190998,6.63
Netherlands,17134873,3/7/2021,1135258,6.63
Sweden,10099270,3/2/2021,669113,6.63
Switzerland,8654618,3/15/2021,573815,6.63
Bahrain,1701583,2/14/2021,112742,6.63
Austria,9006400,4/20/2021,597566,6.63
Georgia,3989175,2/12/2021,264665,6.63
Georgia,3989175,2/11/2021,264158,6.62
Belgium,11589616,2/26/2021,766654,6.62
Armenia,2963234,4/3/2021,196044,6.62
Croatia,4105268,3/31/2021,271632,6.62
Cyprus,875899,4/20/2021,58022,6.62
Malta,441539,4/4/2021,29223,6.62
Liechtenstein,38137,2/7/2021,2523,6.62
Liechtenstein,38137,2/8/2021,2526,6.62
Lithuania,2722291,1/28/2021,180160,6.62
Slovakia,5459643,3/31/2021,361185,6.62
Spain,46754783,2/16/2021,3096343,6.62
Serbia,6804596,2/25/2021,449901,6.61
Georgia,3989175,2/10/2021,263601,6.61
Austria,9006400,4/19/2021,595540,6.61
Brazil,212559409,4/20/2021,14043076,6.61
Malta,441539,4/3/2021,29189,6.61
Italy,60461828,4/28/2021,3994894,6.61
North Macedonia,2083380,4/7/2021,137728,6.61
Panama,4314768,1/12/2021,285093,6.61
Malta,441539,4/2/2021,29127,6.6
Montenegro,628062,12/13/2020,41426,6.6
Netherlands,17134873,3/6/2021,1130694,6.6
Liechtenstein,38137,2/5/2021,2518,6.6
Liechtenstein,38137,2/6/2021,2518,6.6
Poland,37846605,4/8/2021,2499507,6.6
Qatar,2881060,4/11/2021,190025,6.6
Spain,46754783,2/15/2021,3086286,6.6
Estonia,1326539,3/16/2021,87548,6.6
Argentina,45195777,4/30/2021,2977363,6.59
Austria,9006400,4/18/2021,593423,6.59
Bahrain,1701583,2/13/2021,112102,6.59
Belgium,11589616,2/25/2021,763885,6.59
Georgia,3989175,2/9/2021,263057,6.59
Malta,441539,4/1/2021,29085,6.59
Liechtenstein,38137,2/4/2021,2513,6.59
Italy,60461828,4/27/2021,3981512,6.59
Jordan,10203140,4/13/2021,672090,6.59
Switzerland,8654618,3/12/2021,570645,6.59
Switzerland,8654618,3/13/2021,570645,6.59
Switzerland,8654618,3/14/2021,570645,6.59
Switzerland,8654618,3/11/2021,569312,6.58
Slovakia,5459643,3/30/2021,359330,6.58
France,68147687,3/25/2021,4484659,6.58
Armenia,2963234,4/2/2021,194852,6.58
Liechtenstein,38137,2/3/2021,2509,6.58
Lithuania,2722291,1/27/2021,179217,6.58
Malta,441539,3/31/2021,29033,6.58
Malta,441539,3/30/2021,28993,6.57
Netherlands,17134873,3/5/2021,1125299,6.57
Lebanon,6825442,3/24/2021,448721,6.57
Italy,60461828,4/26/2021,3971114,6.57
San Marino,33938,12/24/2020,2231,6.57
San Marino,33938,12/25/2020,2231,6.57
San Marino,33938,12/26/2020,2231,6.57
San Marino,33938,12/27/2020,2231,6.57
Slovenia,2078932,1/8/2021,136629,6.57
Austria,9006400,4/17/2021,591347,6.57
Brazil,212559409,4/19/2021,13973695,6.57
Georgia,3989175,2/7/2021,262024,6.57
Georgia,3989175,2/8/2021,262228,6.57
Georgia,3989175,2/6/2021,261620,6.56
Brazil,212559409,4/18/2021,13943071,6.56
Belgium,11589616,2/24/2021,760809,6.56
Jordan,10203140,4/12/2021,669300,6.56
Portugal,10196707,1/27/2021,668951,6.56
Qatar,2881060,4/10/2021,189064,6.56
Hungary,9660350,3/28/2021,633861,6.56
Serbia,6804596,2/24/2021,446313,6.56
Slovakia,5459643,3/28/2021,357910,6.56
Slovakia,5459643,3/29/2021,358115,6.56
Switzerland,8654618,3/10/2021,567903,6.56
United States,331002647,1/7/2021,21715174,6.56
Croatia,4105268,3/30/2021,269009,6.55
Czechia,10708982,12/30/2020,701622,6.55
Italy,60461828,4/25/2021,3962674,6.55
North Macedonia,2083380,4/6/2021,136426,6.55
Malta,441539,3/29/2021,28938,6.55
Liechtenstein,38137,2/1/2021,2497,6.55
Liechtenstein,38137,2/2/2021,2497,6.55
Liechtenstein,38137,1/30/2021,2493,6.54
Liechtenstein,38137,1/31/2021,2493,6.54
Lithuania,2722291,1/26/2021,177934,6.54
Malta,441539,3/28/2021,28875,6.54
Netherlands,17134873,3/4/2021,1120566,6.54
Slovakia,5459643,3/27/2021,356985,6.54
Spain,46754783,2/12/2021,3056035,6.54
Spain,46754783,2/13/2021,3056035,6.54
Spain,46754783,2/14/2021,3056035,6.54
Switzerland,8654618,3/9/2021,566412,6.54
Bahrain,1701583,2/12/2021,111312,6.54
Belgium,11589616,2/23/2021,757696,6.54
Argentina,45195777,4/29/2021,2954943,6.54
Armenia,2963234,4/1/2021,193736,6.54
Austria,9006400,4/16/2021,589299,6.54
Brazil,212559409,4/17/2021,13900091,6.54
Georgia,3989175,2/5/2021,261018,6.54
Georgia,3989175,2/4/2021,260480,6.53
Andorra,77265,11/4/2020,5045,6.53
Israel,8655541,1/19/2021,565629,6.53
Italy,60461828,4/24/2021,3949517,6.53
Poland,37846605,4/7/2021,2471617,6.53
Qatar,2881060,4/9/2021,188100,6.53
Switzerland,8654618,3/8/2021,565034,6.53
United Kingdom,67886004,4/29/2021,4429849,6.53
United Kingdom,67886004,4/30/2021,4432246,6.53
United Kingdom,67886004,4/27/2021,4425259,6.52
United Kingdom,67886004,4/28/2021,4427390,6.52
Austria,9006400,4/15/2021,586883,6.52
Belgium,11589616,2/22/2021,755594,6.52
Croatia,4105268,3/29/2021,267522,6.52
Cyprus,875899,4/19/2021,57081,6.52
Georgia,3989175,2/3/2021,259897,6.52
Montenegro,628062,12/12/2020,40948,6.52
Netherlands,17134873,3/3/2021,1116404,6.52
Panama,4314768,1/11/2021,281353,6.52
Jordan,10203140,4/11/2021,665735,6.52
Lebanon,6825442,3/23/2021,444865,6.52
Malta,441539,3/27/2021,28808,6.52
Liechtenstein,38137,1/29/2021,2484,6.51
Lithuania,2722291,1/25/2021,177243,6.51
Luxembourg,625976,12/11/2020,40755,6.51
Luxembourg,625976,12/12/2020,40755,6.51
Luxembourg,625976,12/13/2020,40755,6.51
Italy,60461828,4/23/2021,3935703,6.51
United Kingdom,67886004,4/23/2021,4416588,6.51
United Kingdom,67886004,4/24/2021,4418710,6.51
United Kingdom,67886004,4/25/2021,4420443,6.51
United Kingdom,67886004,4/26/2021,4422562,6.51
Sweden,10099270,2/26/2021,657309,6.51
Sweden,10099270,2/27/2021,657309,6.51
Sweden,10099270,2/28/2021,657309,6.51
Sweden,10099270,3/1/2021,657309,6.51
Serbia,6804596,2/23/2021,442853,6.51
Slovakia,5459643,3/26/2021,355454,6.51
Spain,46754783,2/11/2021,3041454,6.51
France,68147687,3/24/2021,4438999,6.51
Belgium,11589616,2/21/2021,754473,6.51
Croatia,4105268,3/28/2021,267222,6.51
Brazil,212559409,4/16/2021,13832455,6.51
Georgia,3989175,2/2/2021,259209,6.5
Armenia,2963234,3/31/2021,192639,6.5
Qatar,2881060,4/8/2021,187150,6.5
Malta,441539,3/26/2021,28715,6.5
Switzerland,8654618,3/5/2021,562290,6.5
Switzerland,8654618,3/6/2021,562290,6.5
Switzerland,8654618,3/7/2021,562290,6.5
United Kingdom,67886004,4/21/2021,4411068,6.5
United Kingdom,67886004,4/22/2021,4413834,6.5
San Marino,33938,12/23/2020,2205,6.5
Slovakia,5459643,3/25/2021,354182,6.49
United Kingdom,67886004,4/18/2021,4403060,6.49
United Kingdom,67886004,4/19/2021,4406114,6.49
United Kingdom,67886004,4/20/2021,4408644,6.49
Austria,9006400,4/14/2021,584205,6.49
Estonia,1326539,3/15/2021,86086,6.49
Bahrain,1701583,2/11/2021,110416,6.49
Belgium,11589616,2/20/2021,752379,6.49
Jordan,10203140,4/10/2021,662395,6.49
Netherlands,17134873,3/2/2021,1111364,6.49
Poland,37846605,4/6/2021,2456709,6.49
North Macedonia,2083380,4/5/2021,135167,6.49
Liechtenstein,38137,1/28/2021,2475,6.49
Lithuania,2722291,1/24/2021,176702,6.49
Italy,60461828,4/22/2021,3920945,6.48
Malta,441539,3/25/2021,28612,6.48
United Kingdom,67886004,4/15/2021,4396096,6.48
United Kingdom,67886004,4/16/2021,4398903,6.48
United Kingdom,67886004,4/17/2021,4401176,6.48
United States,331002647,1/6/2021,21436884,6.48
Switzerland,8654618,3/4/2021,561068,6.48
Georgia,3989175,2/1/2021,258351,6.48
Croatia,4105268,3/27/2021,265901,6.48
Argentina,45195777,4/28/2021,2928890,6.48
Belgium,11589616,2/19/2021,749739,6.47
Brazil,212559409,4/15/2021,13746681,6.47
Georgia,3989175,1/31/2021,258111,6.47
Hungary,9660350,3/27/2021,624779,6.47
North Macedonia,2083380,4/4/2021,134867,6.47
Panama,4314768,1/10/2021,279196,6.47
Poland,37846605,4/5/2021,2448463,6.47
Switzerland,8654618,3/3/2021,559845,6.47
United Kingdom,67886004,4/13/2021,4390801,6.47
United Kingdom,67886004,4/14/2021,4393330,6.47
Slovenia,2078932,1/7/2021,134545,6.47
Spain,46754783,2/10/2021,3023601,6.47
United Kingdom,67886004,4/8/2021,4384954,6.46
United Kingdom,67886004,4/10/2021,4382880,6.46
United Kingdom,67886004,4/11/2021,4384610,6.46
United Kingdom,67886004,4/12/2021,4388296,6.46
Sweden,10099270,2/25/2021,652465,6.46
Serbia,6804596,2/22/2021,439596,6.46
Slovakia,5459643,3/24/2021,352528,6.46
